canonicalName,aliases,sourcePath,componentType,serviceDomainPlane,capabilityDescription,backendApiContractStatus,frontendSurfaceExpected,currentFrontendRouteComponent,mobileSurfaceExpected,currentMobileScreenComponent,apiClientHook,workflowEventDependency,databaseMigrationDependency,trustSecurityDependency,relatedServices,currentCompletenessStatus,currentBlocker,recommendedClassification
"coverage-service:ClaimController","/internal/v1/coverage/claims","services/coverage-service/src/main/java/zw/gov/mohcc/impilo/coverage/api/ClaimController.java","backend-controller","enterprise/finance","REST controller for coverage-service","contracts/openapi/coverage.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","coverage-service","implemented-or-partial","","finance-transaction-service"
"coverage-service:CoveragePlanController","/internal/v1/coverage","services/coverage-service/src/main/java/zw/gov/mohcc/impilo/coverage/api/CoveragePlanController.java","backend-controller","enterprise/finance","REST controller for coverage-service","contracts/openapi/coverage.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","coverage-service","implemented-or-partial","","finance-transaction-service"
"coverage-service:EligibilityController","/internal/v1/coverage/eligibility","services/coverage-service/src/main/java/zw/gov/mohcc/impilo/coverage/api/EligibilityController.java","backend-controller","enterprise/finance","REST controller for coverage-service","contracts/openapi/coverage.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","coverage-service","implemented-or-partial","","finance-transaction-service"
"coverage-service:InternalEligibilityCheckController","/internal/v1/eligibility","services/coverage-service/src/main/java/zw/gov/mohcc/impilo/coverage/api/InternalEligibilityCheckController.java","backend-controller","enterprise/finance","REST controller for coverage-service","contracts/openapi/coverage.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","coverage-service","implemented-or-partial","","finance-transaction-service"
"coverage-service:MemberContributionsController","/internal/v1/coverage/contributions","services/coverage-service/src/main/java/zw/gov/mohcc/impilo/coverage/api/MemberContributionsController.java","backend-controller","enterprise/finance","REST controller for coverage-service","contracts/openapi/coverage.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","coverage-service","implemented-or-partial","","finance-transaction-service"
"coverage-service:MemberPreauthsController","/internal/v1/coverage/preauths","services/coverage-service/src/main/java/zw/gov/mohcc/impilo/coverage/api/MemberPreauthsController.java","backend-controller","enterprise/finance","REST controller for coverage-service","contracts/openapi/coverage.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","coverage-service","implemented-or-partial","","finance-transaction-service"
"coverage-service:PreauthController","/internal/v1/coverage/preauth","services/coverage-service/src/main/java/zw/gov/mohcc/impilo/coverage/api/PreauthController.java","backend-controller","enterprise/finance","REST controller for coverage-service","contracts/openapi/coverage.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","coverage-service","implemented-or-partial","","finance-transaction-service"
"coverage-service:ProviderContractController","/internal/v1","services/coverage-service/src/main/java/zw/gov/mohcc/impilo/coverage/api/ProviderContractController.java","backend-controller","enterprise/finance","REST controller for coverage-service","contracts/openapi/coverage.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","coverage-service","implemented-or-partial","","finance-transaction-service"
"coverage-service:RemittanceController","/internal/v1/coverage/remittances","services/coverage-service/src/main/java/zw/gov/mohcc/impilo/coverage/api/RemittanceController.java","backend-controller","enterprise/finance","REST controller for coverage-service","contracts/openapi/coverage.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","coverage-service","implemented-or-partial","","finance-transaction-service"
"coverage-service:UtilizationQueryController","/internal/v1/coverage","services/coverage-service/src/main/java/zw/gov/mohcc/impilo/coverage/api/UtilizationQueryController.java","backend-controller","enterprise/finance","REST controller for coverage-service","contracts/openapi/coverage.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","coverage-service","implemented-or-partial","","finance-transaction-service"
"credential-verification-service","Credential Verification","services/credential-verification-service","backend-service","enterprise/finance","Credential Verification canonical records","contract: contracts/openapi/credential-verification.openapi.yaml; status=partial","partial","","unknown","","","tshepo-authz-service","1 migration(s) in credential-verification-service","TSHEPO ext_authz via Envoy","tshepo-authz-service; experience-bff; integration-hub","production=baseline-assessed; impl=implemented-or-partial; frontend=unknown-or-partial","","trust-security-service"
"credential-verification-service:CredentialController","/v1/internal/credentials","services/credential-verification-service/src/main/java/zw/gov/mohcc/impilo/credential/api/controller/CredentialController.java","backend-controller","enterprise/finance","REST controller for credential-verification-service","contracts/openapi/credential-verification.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","credential-verification-service","implemented-or-partial","","trust-security-service"
"credential-verification-service:InternalMushexCredentialController","/v1/internal/mushex/facilities","services/credential-verification-service/src/main/java/zw/gov/mohcc/impilo/credential/api/controller/InternalMushexCredentialController.java","backend-controller","enterprise/finance","REST controller for credential-verification-service","contracts/openapi/credential-verification.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","credential-verification-service","implemented-or-partial","","trust-security-service"
"credential-verification-service:MeshCredentialVerifyController","/v1","services/credential-verification-service/src/main/java/zw/gov/mohcc/impilo/credential/api/controller/MeshCredentialVerifyController.java","backend-controller","enterprise/finance","REST controller for credential-verification-service","contracts/openapi/credential-verification.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","credential-verification-service","implemented-or-partial","","trust-security-service"
"credential-verification-service:PublicVerifyController","/v1/public/verify","services/credential-verification-service/src/main/java/zw/gov/mohcc/impilo/credential/api/controller/PublicVerifyController.java","backend-controller","enterprise/finance","REST controller for credential-verification-service","contracts/openapi/credential-verification.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","credential-verification-service","implemented-or-partial","","trust-security-service"
"credential-verification-service:CredentialV11ProbeController","/internal/v1","services/credential-verification-service/src/main/java/zw/gov/mohcc/impilo/credential/api/controller/v11/CredentialV11ProbeController.java","backend-controller","enterprise/finance","REST controller for credential-verification-service","contracts/openapi/credential-verification.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","credential-verification-service","implemented-or-partial","","trust-security-service"
"data-access-governance-service","DAGS","services/data-access-governance-service","backend-service","data/intelligence","Data Access Governance canonical records","contract: contracts/openapi/data-access-governance.openapi.yaml; status=partial","partial","","unknown","","","tshepo-authz-service","1 migration(s) in data-access-governance-service","TSHEPO ext_authz via Envoy","tshepo-authz-service; experience-bff; integration-hub","production=baseline-assessed; impl=implemented-or-partial; frontend=unknown-or-partial","","data-analytics-ai-service"
"data-access-governance-service:AccessRequestController","/internal/v1/access-requests","services/data-access-governance-service/src/main/java/zw/gov/mohcc/impilo/dags/api/AccessRequestController.java","backend-controller","data/intelligence","REST controller for data-access-governance-service","contracts/openapi/data-access-governance.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","data-access-governance-service","implemented-or-partial","","data-analytics-ai-service"
"data-access-governance-service:PolicyController","/internal/v1/policies","services/data-access-governance-service/src/main/java/zw/gov/mohcc/impilo/dags/api/PolicyController.java","backend-controller","data/intelligence","REST controller for data-access-governance-service","contracts/openapi/data-access-governance.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","data-access-governance-service","implemented-or-partial","","data-analytics-ai-service"
"data-governance-service","Data Governance","services/data-governance-service","backend-service","data/intelligence","Data Governance canonical records","contract: contracts/openapi/data-governance.openapi.yaml; status=partial","partial","","unknown","","","tshepo-authz-service","4 migration(s) in data-governance-service","TSHEPO ext_authz via Envoy","tshepo-authz-service; experience-bff; integration-hub","production=baseline-assessed; impl=implemented-or-partial; frontend=unknown-or-partial","","data-analytics-ai-service"
"data-governance-service:ExportsController","/v1","services/data-governance-service/src/main/java/zw/gov/mohcc/impilo/datagovernance/api/ExportsController.java","backend-controller","data/intelligence","REST controller for data-governance-service","contracts/openapi/data-governance.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","data-governance-service","implemented-or-partial","","data-analytics-ai-service"
